NA,Model,RandomEMF30-run1/result0_30,4.00000,1.00000,3.00000,3.00000,4.00000,4.00000,1.00000,5.00000,4.00000,1.00000,3.00000,1.00000,4.00000,1.00000,1.00000,4.00000,4.00000,1.00000,2.00000,3.00000,1.00000,1.00000,1.00000,4.00000,1.00000,4.00000,4.00000,4.00000,4.00000,1.00000,4.00000,4.00000,4.00000,4.00000,4.00000,1.00000,1.00000,4.00000,4.00000,2.00000,3.00000,3.00000,3.00000,4.00000,4.00000,4.00000,4.00000,3.00000,2.00000,4.00000,4.00000,4.00000,4.00000,3.00000,3.00000,3.00000,1.00000,4.00000,1.00000,4.00000,1.00000,1.00000,4.00000,1.00000,1.00000,4.00000,3.00000
NA,Model,RandomEMF30-run1/result10_30,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,1.00000,4.00000,4.00000,4.00000,4.00000,4.00000,2.00000,3.00000,4.00000,4.00000,4.00000,3.00000,4.00000,3.00000,4.00000,2.00000,3.00000,4.00000,2.00000,4.00000,4.00000,4.00000,3.00000,2.00000,1.00000,4.00000,3.00000,4.00000,4.00000,4.00000,5.00000,4.00000,4.00000
NA,Model,RandomEMF30-run1/result11_30,4.00000,4.00000,3.00000,4.00000,1.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,1.00000,4.00000,1.00000,4.00000,1.00000,4.00000,5.00000,4.00000,1.00000,4.00000,1.00000,1.00000,1.00000,4.00000,4.00000,4.00000,3.00000,3.00000,4.00000,4.00000,3.00000,4.00000,2.00000,4.00000,4.00000,3.00000,1.00000,4.00000,4.00000,5.00000,4.00000,4.00000,4.00000,4.00000,3.00000,3.00000
NA,Model,RandomEMF30-run1/result12_30,1.00000,1.00000,2.00000,3.00000,4.00000,1.00000,4.00000,3.00000,1.00000,4.00000,1.00000,1.00000,4.00000,3.00000,1.00000,4.00000,4.00000,3.00000,1.00000,4.00000,4.00000,4.00000,4.00000,3.00000,4.00000,4.00000,1.00000,4.00000,1.00000,1.00000,4.00000,3.00000,3.00000,4.00000,3.00000,4.00000,5.00000,4.00000,4.00000,4.00000,1.00000,4.00000,4.00000,4.00000,4.00000,1.00000,4.00000,4.00000,4.00000,4.00000,1.00000
NA,Model,RandomEMF30-run1/result13_30,4.00000,4.00000,4.00000,4.00000,1.00000,4.00000,5.00000,3.00000,4.00000,4.00000,1.00000,4.00000,4.00000,1.00000,4.00000,4.00000,4.00000,3.00000,1.00000,1.00000,4.00000,4.00000,4.00000,4.00000,4.00000,3.00000,1.00000,2.00000,4.00000,4.00000,3.00000,4.00000,4.00000,3.00000,4.00000,5.00000,1.00000,4.00000,4.00000,3.00000,1.00000,1.00000
NA,Model,RandomEMF30-run1/result14_30,5.00000,1.00000,4.00000,4.00000,4.00000,4.00000,4.00000,3.00000,4.00000,4.00000,4.00000,1.00000,4.00000,2.00000,1.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,3.00000,4.00000,4.00000,4.00000,3.00000,4.00000,1.00000,4.00000,4.00000,4.00000,1.00000,4.00000,3.00000,4.00000,3.00000,4.00000,1.00000,4.00000,4.00000,5.00000,4.00000,4.00000,1.00000,4.00000,4.00000,4.00000,3.00000
NA,Model,RandomEMF30-run1/result15_30,4.00000,4.00000,1.00000,4.00000,1.00000,4.00000,4.00000,4.00000,3.00000,4.00000,1.00000,4.00000,4.00000,1.00000,4.00000,3.00000,2.00000,4.00000,4.00000,4.00000,1.00000,4.00000,1.00000,4.00000,4.00000,4.00000,4.00000,1.00000,4.00000,4.00000,4.00000,4.00000,2.00000,4.00000,3.00000,4.00000,1.00000,4.00000,3.00000,4.00000,1.00000,1.00000,5.00000,3.00000
NA,Model,RandomEMF30-run1/result16_30,4.00000,4.00000,4.00000,4.00000,1.00000,3.00000,3.00000,4.00000,4.00000,1.00000,2.00000,1.00000,4.00000,3.00000,4.00000,1.00000,1.00000,1.00000,4.00000,4.00000,1.00000,3.00000,1.00000,4.00000,2.00000,4.00000,4.00000,1.00000,3.00000,1.00000,3.00000,1.00000,6.00000,4.00000,1.00000,4.00000,3.00000,4.00000,1.00000,4.00000,1.00000,1.00000,4.00000,1.00000,4.00000,4.00000,4.00000,4.00000,3.00000,4.00000,1.00000,4.00000
NA,Model,RandomEMF30-run1/result17_30,5.00000,1.00000,4.00000,3.00000,1.00000,4.00000,1.00000,4.00000,1.00000,4.00000,4.00000,4.00000,1.00000,3.00000,4.00000,4.00000,3.00000,4.00000,4.00000,4.00000,5.00000,4.00000,4.00000,4.00000,4.00000,4.00000,2.00000,4.00000,3.00000,3.00000,4.00000,4.00000,3.00000,4.00000,4.00000,1.00000,1.00000,3.00000,3.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,1.00000,4.00000,4.00000,4.00000
NA,Model,RandomEMF30-run1/result18_30,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000,4.00000
