Task,Run,Result,Domain to logic transformation time,Logic to solver transformation time,Solver time,Postprocessing time,Solution0FoundAt,Solution1DetailedStatistics,ExplorationInitializationTime,TransformationExecutionTime,ScopePropagationTime,MustRelationPropagationTime,TypeAnalysisTime,StateCoderTime,StateCoderFailCount,SolutionCopyTime,States,ForwardTime,BacktrackingTime,GlobalConstraintEvaluationTime,FitnessCalculationTime,ActivationSelectionTime,Decisions,MetricCalculationTime,Transformations,ScopePropagations,ScopePropagationsSolverCalls
1,59,ModelResultImpl,1307,4327,161,12,153,(TransformationExecutionTime4|ForwardTime:40|Backtrackingtime:0|GlobalConstraintEvaluationTime:4|FitnessCalculationTime:4|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),94,4,1,0,0,4,0,1,32,40,8,4,4,0,31,0,31,30,0
1,60,ModelResultImpl,1307,4361,175,17,166,(TransformationExecutionTime3|ForwardTime:57|Backtrackingtime:0|GlobalConstraintEvaluationTime:4|FitnessCalculationTime:5|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),84,3,2,0,0,9,0,1,61,57,9,4,5,0,60,0,60,30,0
1,61,ModelResultImpl,1307,4360,182,13,173,(TransformationExecutionTime4|ForwardTime:59|Backtrackingtime:1|GlobalConstraintEvaluationTime:4|FitnessCalculationTime:4|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),85,4,1,0,0,11,0,1,60,59,10,4,4,0,59,0,59,30,0
1,62,ModelResultImpl,1307,4493,168,16,160,(TransformationExecutionTime3|ForwardTime:50|Backtrackingtime:0|GlobalConstraintEvaluationTime:4|FitnessCalculationTime:5|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),87,3,2,0,0,7,0,1,48,50,8,4,5,0,47,0,47,30,0
1,63,ModelResultImpl,1307,4470,176,13,168,(TransformationExecutionTime3|ForwardTime:47|Backtrackingtime:0|GlobalConstraintEvaluationTime:5|FitnessCalculationTime:5|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),98,3,1,0,0,6,0,1,46,47,8,5,5,0,45,0,45,30,0
1,64,ModelResultImpl,1307,4542,170,13,161,(TransformationExecutionTime4|ForwardTime:48|Backtrackingtime:0|GlobalConstraintEvaluationTime:5|FitnessCalculationTime:6|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),88,4,1,0,0,7,0,1,43,48,9,5,6,0,42,0,42,30,0
1,65,ModelResultImpl,1307,4584,171,13,163,(TransformationExecutionTime3|ForwardTime:49|Backtrackingtime:0|GlobalConstraintEvaluationTime:4|FitnessCalculationTime:4|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),91,3,1,0,0,7,0,1,45,49,8,4,4,0,44,0,44,30,0
1,66,ModelResultImpl,1307,4386,177,13,169,(TransformationExecutionTime3|ForwardTime:56|Backtrackingtime:0|GlobalConstraintEvaluationTime:4|FitnessCalculationTime:4|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),88,3,1,0,0,8,0,1,59,56,8,4,4,0,58,0,58,30,0
1,67,ModelResultImpl,1307,4403,236,12,227,(TransformationExecutionTime6|ForwardTime:81|Backtrackingtime:2|GlobalConstraintEvaluationTime:5|FitnessCalculationTime:6|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),103,6,2,0,0,18,0,1,69,81,11,5,6,0,68,0,68,30,0
1,68,ModelResultImpl,1307,4370,183,18,173,(TransformationExecutionTime4|ForwardTime:61|Backtrackingtime:0|GlobalConstraintEvaluationTime:4|FitnessCalculationTime:4|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),84,4,1,0,0,10,0,1,52,61,10,4,4,0,52,0,52,30,0
1,69,ModelResultImpl,1307,4627,200,12,191,(TransformationExecutionTime4|ForwardTime:69|Backtrackingtime:2|GlobalConstraintEvaluationTime:4|FitnessCalculationTime:5|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),91,4,2,0,0,10,0,1,57,69,12,4,5,0,56,0,56,31,0
1,70,ModelResultImpl,1307,4431,166,13,158,(TransformationExecutionTime3|ForwardTime:50|Backtrackingtime:0|GlobalConstraintEvaluationTime:4|FitnessCalculationTime:4|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),86,3,2,0,0,7,0,1,48,50,8,4,4,0,47,0,47,30,0
1,71,ModelResultImpl,1307,4391,195,12,187,(TransformationExecutionTime4|ForwardTime:65|Backtrackingtime:1|GlobalConstraintEvaluationTime:4|FitnessCalculationTime:5|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),91,4,2,0,0,11,0,1,60,65,10,4,5,0,59,0,59,30,0
1,72,ModelResultImpl,1307,4605,199,15,191,(TransformationExecutionTime4|ForwardTime:62|Backtrackingtime:0|GlobalConstraintEvaluationTime:5|FitnessCalculationTime:7|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),101,4,2,0,0,9,0,1,43,62,8,5,7,0,42,0,42,30,0
1,73,ModelResultImpl,1307,4561,185,13,173,(TransformationExecutionTime4|ForwardTime:54|Backtrackingtime:0|GlobalConstraintEvaluationTime:6|FitnessCalculationTime:5|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),94,4,2,0,0,7,0,1,45,54,11,6,5,0,44,0,44,30,0
1,74,ModelResultImpl,1307,4398,186,13,177,(TransformationExecutionTime4|ForwardTime:59|Backtrackingtime:1|GlobalConstraintEvaluationTime:4|FitnessCalculationTime:5|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),92,4,2,0,0,10,0,1,58,59,9,4,5,0,57,0,57,30,0
1,75,ModelResultImpl,1307,4328,164,22,154,(TransformationExecutionTime3|ForwardTime:48|Backtrackingtime:0|GlobalConstraintEvaluationTime:4|FitnessCalculationTime:4|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),85,3,2,0,0,6,0,1,48,48,9,4,4,0,47,0,47,30,0
1,76,ModelResultImpl,1307,4582,151,11,143,(TransformationExecutionTime3|ForwardTime:40|Backtrackingtime:0|GlobalConstraintEvaluationTime:4|FitnessCalculationTime:5|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),83,3,1,0,0,5,0,1,36,40,8,4,5,0,35,0,35,30,0
1,77,ModelResultImpl,1307,4517,175,12,165,(TransformationExecutionTime4|ForwardTime:55|Backtrackingtime:1|GlobalConstraintEvaluationTime:4|FitnessCalculationTime:4|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),85,4,2,0,0,8,0,1,47,55,11,4,4,0,46,0,46,30,0
1,78,ModelResultImpl,1307,4570,155,11,148,(TransformationExecutionTime3|ForwardTime:42|Backtrackingtime:0|GlobalConstraintEvaluationTime:4|FitnessCalculationTime:4|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),85,3,1,0,0,6,0,1,39,42,8,4,4,0,38,0,38,30,0
1,79,ModelResultImpl,1307,4388,173,22,165,(TransformationExecutionTime3|ForwardTime:49|Backtrackingtime:0|GlobalConstraintEvaluationTime:4|FitnessCalculationTime:5|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),93,3,2,0,0,7,0,1,48,49,8,4,5,0,47,0,47,30,0
1,80,ModelResultImpl,1307,4623,167,13,159,(TransformationExecutionTime3|ForwardTime:51|Backtrackingtime:0|GlobalConstraintEvaluationTime:4|FitnessCalculationTime:5|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),85,3,1,0,0,7,0,1,51,51,8,4,5,0,50,0,50,30,0
1,81,ModelResultImpl,1307,4392,231,11,222,(TransformationExecutionTime5|ForwardTime:83|Backtrackingtime:4|GlobalConstraintEvaluationTime:5|FitnessCalculationTime:5|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),93,5,2,0,0,20,0,1,85,83,14,5,5,0,85,0,85,30,0
1,82,ModelResultImpl,1307,4512,148,11,141,(TransformationExecutionTime3|ForwardTime:39|Backtrackingtime:0|GlobalConstraintEvaluationTime:4|FitnessCalculationTime:4|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),83,3,1,0,0,5,0,1,36,39,7,4,4,0,35,0,35,30,0
1,83,ModelResultImpl,1307,4693,193,12,184,(TransformationExecutionTime4|ForwardTime:66|Backtrackingtime:1|GlobalConstraintEvaluationTime:4|FitnessCalculationTime:4|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),85,4,1,0,0,14,0,1,70,66,10,4,4,0,69,0,69,30,0
1,84,ModelResultImpl,1307,4435,164,16,156,(TransformationExecutionTime3|ForwardTime:50|Backtrackingtime:0|GlobalConstraintEvaluationTime:4|FitnessCalculationTime:4|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),84,3,1,0,0,7,0,1,46,50,8,4,4,0,45,0,45,30,0
1,85,ModelResultImpl,1307,4398,156,16,149,(TransformationExecutionTime3|ForwardTime:44|Backtrackingtime:0|GlobalConstraintEvaluationTime:4|FitnessCalculationTime:4|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),84,3,2,0,0,6,0,1,41,44,7,4,4,0,40,0,40,30,0
1,86,ModelResultImpl,1307,4655,201,15,192,(TransformationExecutionTime4|ForwardTime:57|Backtrackingtime:0|GlobalConstraintEvaluationTime:5|FitnessCalculationTime:5|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),110,4,2,0,0,8,0,1,51,57,9,5,5,0,50,0,50,30,0
1,87,ModelResultImpl,1307,4735,180,13,171,(TransformationExecutionTime4|ForwardTime:58|Backtrackingtime:2|GlobalConstraintEvaluationTime:4|FitnessCalculationTime:4|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),84,4,1,0,0,10,0,1,58,58,11,4,4,0,57,0,57,30,0
1,88,ModelResultImpl,1307,4345,173,12,165,(TransformationExecutionTime4|ForwardTime:55|Backtrackingtime:1|GlobalConstraintEvaluationTime:4|FitnessCalculationTime:4|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),86,4,2,0,0,8,0,1,55,55,9,4,4,0,55,0,55,31,0
1,89,ModelResultImpl,1307,4551,167,16,160,(TransformationExecutionTime3|ForwardTime:44|Backtrackingtime:0|GlobalConstraintEvaluationTime:4|FitnessCalculationTime:5|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),93,3,2,0,0,5,0,1,41,44,7,4,5,0,40,0,40,30,0
1,90,ModelResultImpl,1307,4488,156,11,148,(TransformationExecutionTime3|ForwardTime:42|Backtrackingtime:0|GlobalConstraintEvaluationTime:4|FitnessCalculationTime:4|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),86,3,1,0,0,5,0,1,39,42,8,4,4,0,38,0,38,30,0
1,91,ModelResultImpl,1307,4393,168,12,160,(TransformationExecutionTime3|ForwardTime:47|Backtrackingtime:0|GlobalConstraintEvaluationTime:5|FitnessCalculationTime:5|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),91,3,1,0,0,6,0,1,43,47,8,5,5,0,42,0,42,30,0
1,92,ModelResultImpl,1307,5152,176,24,168,(TransformationExecutionTime3|ForwardTime:51|Backtrackingtime:0|GlobalConstraintEvaluationTime:4|FitnessCalculationTime:5|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),94,3,2,0,0,6,0,1,46,51,7,4,5,0,45,0,45,30,0
1,93,ModelResultImpl,1307,4439,192,11,183,(TransformationExecutionTime4|ForwardTime:63|Backtrackingtime:0|GlobalConstraintEvaluationTime:4|FitnessCalculationTime:5|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),95,4,2,0,0,8,0,1,51,63,9,4,5,0,50,0,50,30,0
1,94,ModelResultImpl,1307,4695,221,12,212,(TransformationExecutionTime4|ForwardTime:61|Backtrackingtime:1|GlobalConstraintEvaluationTime:4|FitnessCalculationTime:5|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),120,4,1,0,0,12,0,1,53,61,10,4,5,0,52,0,52,30,0
1,95,ModelResultImpl,1307,4368,172,11,164,(TransformationExecutionTime3|ForwardTime:42|Backtrackingtime:0|GlobalConstraintEvaluationTime:4|FitnessCalculationTime:5|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),101,3,1,0,0,5,0,1,36,42,7,4,5,0,35,0,35,30,0
1,96,ModelResultImpl,1307,4410,167,11,159,(TransformationExecutionTime3|ForwardTime:43|Backtrackingtime:0|GlobalConstraintEvaluationTime:5|FitnessCalculationTime:5|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),94,3,1,0,0,6,0,1,38,43,8,5,5,0,37,0,37,30,0
1,97,ModelResultImpl,1307,4397,215,12,207,(TransformationExecutionTime3|ForwardTime:57|Backtrackingtime:0|GlobalConstraintEvaluationTime:5|FitnessCalculationTime:5|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),125,3,2,0,0,8,0,1,48,57,8,5,5,0,47,0,47,30,0
1,98,ModelResultImpl,1307,5385,215,19,206,(TransformationExecutionTime4|ForwardTime:54|Backtrackingtime:0|GlobalConstraintEvaluationTime:6|FitnessCalculationTime:9|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),123,4,1,0,0,7,0,1,48,54,9,6,9,0,47,0,47,30,0
1,99,ModelResultImpl,1307,4796,175,16,167,(TransformationExecutionTime4|ForwardTime:54|Backtrackingtime:0|GlobalConstraintEvaluationTime:5|FitnessCalculationTime:4|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),86,4,2,0,0,8,0,1,43,54,8,5,4,0,42,0,42,30,0
1,100,ModelResultImpl,1307,6714,195,11,185,(TransformationExecutionTime4|ForwardTime:61|Backtrackingtime:1|GlobalConstraintEvaluationTime:4|FitnessCalculationTime:5|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),96,4,1,0,0,10,0,1,59,61,10,4,5,0,58,0,58,30,0

