batch-id,duration,o-Cost,c-PatternMatch,solutions-found,solution-model
0,00:02:29.245,1158414.6563694086,13.0,1,./mdeo-results/experiment-satellite.mopt-190525-195435-matching-henshin/batch-0796A23B6.xmi
