NA,Model,A20-run1/1_1,1.00000,1.00000,1.00000,4.00000,1.00000,1.00000,2.00000,1.00000,1.00000,1.00000,1.00000,4.00000,1.00000,3.00000,1.00000,1.00000,2.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,3.00000,1.00000,4.00000,2.00000,1.00000
NA,Model,A20-run1/1_10,1.00000,1.00000,2.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,2.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
NA,Model,A20-run1/1_11,1.00000,1.00000,1.00000,2.00000,1.00000,1.00000,2.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
NA,Model,A20-run1/1_12,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,2.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,2.00000,1.00000
NA,Model,A20-run1/1_13,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,2.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,2.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
NA,Model,A20-run1/1_14,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,2.00000,1.00000,1.00000,1.00000,1.00000,1.00000,2.00000,1.00000,1.00000
NA,Model,A20-run1/1_15,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,2.00000,1.00000,1.00000,2.00000,1.00000,1.00000,1.00000,1.00000,1.00000
NA,Model,A20-run1/1_16,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,2.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,2.00000
NA,Model,A20-run1/1_17,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,2.00000,2.00000,1.00000,1.00000,1.00000
NA,Model,A20-run1/1_18,1.00000,1.00000,2.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,2.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
NA,Model,A20-run1/1_19,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,2.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,2.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
NA,Model,A20-run1/1_2,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,2.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,2.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
NA,Model,A20-run1/1_20,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,2.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,2.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
NA,Model,A20-run1/1_21,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,2.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,2.00000,1.00000,1.00000,1.00000
NA,Model,A20-run1/1_22,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,2.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,2.00000
NA,Model,A20-run1/1_23,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,2.00000,1.00000,1.00000,1.00000,1.00000,1.00000,2.00000,1.00000
