NA,Model,VS+i-run10/10_17,3.00000,1.00000,5.00000,4.00000,5.00000,1.00000,3.00000,6.00000,4.00000,4.00000,1.00000,5.00000,4.00000,2.00000,1.00000,4.00000,4.00000,1.00000,5.00000,2.00000,3.00000,1.00000,4.00000,1.00000,1.00000,2.00000,2.00000,4.00000,3.00000,4.00000
NA,Model,VS+i-run10/10_18,2.00000,4.00000,4.00000,3.00000,1.00000,3.00000,1.00000,4.00000,1.00000,4.00000,1.00000,4.00000,3.00000,2.00000,1.00000,5.00000,2.00000,4.00000,3.00000,1.00000,4.00000,1.00000,1.00000,5.00000,5.00000,2.00000,6.00000,4.00000,5.00000,4.00000
NA,Model,VS+i-run10/10_19,3.00000,1.00000,5.00000,5.00000,1.00000,5.00000,1.00000,6.00000,3.00000,1.00000,2.00000,2.00000,4.00000,4.00000,3.00000,5.00000,1.00000,3.00000,4.00000,4.00000,2.00000,3.00000,1.00000,4.00000,1.00000,2.00000,4.00000,4.00000,4.00000,4.00000
NA,Model,VS+i-run10/10_2,1.00000,4.00000,4.00000,4.00000,1.00000,4.00000,2.00000,2.00000,1.00000,4.00000,3.00000,5.00000,2.00000,5.00000,4.00000,4.00000,1.00000,1.00000,1.00000,3.00000,4.00000,5.00000,1.00000,3.00000,6.00000,1.00000,2.00000,5.00000,1.00000,1.00000
NA,Model,VS+i-run10/10_20,4.00000,5.00000,4.00000,5.00000,3.00000,4.00000,4.00000,4.00000,3.00000,1.00000,5.00000,4.00000,4.00000,4.00000,4.00000,3.00000,4.00000,3.00000,4.00000,2.00000,5.00000,4.00000,5.00000,5.00000,4.00000,3.00000,4.00000,2.00000,4.00000,3.00000
NA,Model,VS+i-run10/10_21,3.00000,1.00000,2.00000,1.00000,1.00000,3.00000,4.00000,3.00000,1.00000,1.00000,2.00000,4.00000,4.00000,2.00000,1.00000,3.00000,1.00000,2.00000,4.00000,4.00000,3.00000,4.00000,1.00000,4.00000,1.00000,3.00000,5.00000,3.00000,5.00000,4.00000
NA,Model,VS+i-run10/10_22,5.00000,1.00000,1.00000,2.00000,5.00000,4.00000,4.00000,2.00000,6.00000,2.00000,3.00000,4.00000,1.00000,1.00000,1.00000,4.00000,4.00000,3.00000,4.00000,4.00000,3.00000,4.00000,1.00000,3.00000,3.00000,4.00000,1.00000,2.00000,5.00000,5.00000
NA,Model,VS+i-run10/10_23,4.00000,1.00000,4.00000,4.00000,4.00000,4.00000,3.00000,5.00000,4.00000,2.00000,4.00000,1.00000,4.00000,3.00000,1.00000,1.00000,1.00000,6.00000,1.00000,1.00000,3.00000,5.00000,1.00000,5.00000,4.00000,2.00000,5.00000,2.00000,2.00000,3.00000
NA,Model,VS+i-run10/10_24,2.00000,3.00000,4.00000,4.00000,3.00000,4.00000,3.00000,4.00000,4.00000,4.00000,3.00000,4.00000,5.00000,4.00000,4.00000,5.00000,5.00000,1.00000,5.00000,4.00000,4.00000,4.00000,5.00000,2.00000,5.00000,3.00000,4.00000,4.00000,4.00000,3.00000
NA,Model,VS+i-run10/10_25,3.00000,1.00000,1.00000,4.00000,5.00000,4.00000,5.00000,3.00000,4.00000,4.00000,5.00000,4.00000,1.00000,4.00000,1.00000,2.00000,4.00000,2.00000,4.00000,3.00000,4.00000,6.00000,1.00000,1.00000,1.00000,5.00000,1.00000,2.00000,2.00000,1.00000
