NDA,Model,A0-run1/1_1,12.00000,12.00000,14.00000,19.00000,14.00000,12.00000
NDA,Model,A0-run1/1_10,29.00000,2.00000
NDA,Model,A0-run1/1_11,28.00000,3.00000
NDA,Model,A0-run1/1_12,29.00000,2.00000
NDA,Model,A0-run1/1_13,29.00000,2.00000
NDA,Model,A0-run1/1_14,29.00000,2.00000
NDA,Model,A0-run1/1_15,29.00000,2.00000
NDA,Model,A0-run1/1_16,29.00000,2.00000
NDA,Model,A0-run1/1_17,28.00000,3.00000
NDA,Model,A0-run1/1_18,28.00000,3.00000
NDA,Model,A0-run1/1_19,28.00000,3.00000
NDA,Model,A0-run1/1_2,10.00000,21.00000
NDA,Model,A0-run1/1_20,28.00000,3.00000
NDA,Model,A0-run1/1_21,28.00000,3.00000
NDA,Model,A0-run1/1_22,28.00000,3.00000
NDA,Model,A0-run1/1_23,28.00000,3.00000
NDA,Model,A0-run1/1_24,28.00000,3.00000
NDA,Model,A0-run1/1_25,28.00000,3.00000
NDA,Model,A0-run1/1_26,28.00000,3.00000
NDA,Model,A0-run1/1_27,28.00000,3.00000
NDA,Model,A0-run1/1_28,28.00000,3.00000
NDA,Model,A0-run1/1_29,28.00000,3.00000
NDA,Model,A0-run1/1_3,2.00000,28.00000,28.00000,2.00000,28.00000,28.00000
NDA,Model,A0-run1/1_30,28.00000,3.00000
NDA,Model,A0-run1/1_4,30.00000
NDA,Model,A0-run1/1_5,18.00000,7.00000,8.00000,16.00000,8.00000,7.00000
NDA,Model,A0-run1/1_6,29.00000,2.00000
NDA,Model,A0-run1/1_7,29.00000,2.00000
NDA,Model,A0-run1/1_8,29.00000,2.00000
NDA,Model,A0-run1/1_9,29.00000,2.00000
NDA,Model,A0-run10/10_1,12.00000,15.00000,14.00000,18.00000,14.00000,15.00000
NDA,Model,A0-run10/10_10,29.00000,2.00000
NDA,Model,A0-run10/10_11,28.00000,3.00000
NDA,Model,A0-run10/10_12,29.00000,2.00000
NDA,Model,A0-run10/10_13,29.00000,2.00000
NDA,Model,A0-run10/10_14,29.00000,2.00000
NDA,Model,A0-run10/10_15,29.00000,2.00000
NDA,Model,A0-run10/10_16,29.00000,2.00000
NDA,Model,A0-run10/10_17,28.00000,3.00000
NDA,Model,A0-run10/10_18,28.00000,3.00000
NDA,Model,A0-run10/10_19,28.00000,3.00000
NDA,Model,A0-run10/10_2,21.00000,5.00000,6.00000,23.00000,6.00000,5.00000
