noNH,2.079,2.078,2.173,2.161,2.176,2.150,2.093,2.147,2.091,2.065,2.068,2.170,2.125,2.137,2.087,2.139,2.075,2.062,2.055,2.121,2.211,2.116,2.192,2.155,2.114,2.137,2.181,2.170,2.170,2.104,2.096,2.096,2.098,2.129,2.127,2.075,2.181,2.104,2.093,2.100,2.117,2.175,2.132,2.130,2.105,2.151,2.147,2.064,2.097,2.065,2.121,2.136,2.129,2.074,2.147,2.110,2.096,2.094,2.193,2.078,2.091,2.103,2.150,2.100,2.190,2.100,2.076,2.082,2.145,2.192,2.280,2.120,2.172,2.088,2.090,2.175,2.081,2.170,2.096,2.148,2.134,2.082,2.095,2.105,2.147,2.100,2.119,2.106,2.084,2.164,2.083,2.075,2.099,2.107,2.100,2.083,2.091,2.067,2.140,2.145,2.128,2.113,2.100,2.090,2.095,2.104,2.088,2.149,2.093,2.123,2.098,2.094,2.174,2.136,2.127,2.122,2.157,2.103,2.143,2.182,2.143,2.106,2.107,2.096,2.164,2.250,2.124,2.124,2.113,2.118,2.209,2.184,2.120,2.176,2.181,2.086,2.161,2.156,2.164,2.122,2.118,2.136,2.087,2.075,2.135,2.088,2.122,2.191,2.154,2.092,2.130,2.128,2.100,2.112,2.100,2.116,2.104,2.092,2.089,2.077,2.069,2.092,2.120,2.203,2.110,2.146,2.189,2.120,2.122,2.104,2.259,2.162,2.196,2.081,2.071,2.083,2.107,2.122,2.127,2.264,2.107,2.113,2.172,2.182,2.090,2.125,2.125,2.088,2.088,2.124,2.103,2.100,2.135,2.110,2.108,2.102,2.050,2.085,2.155,2.149
NHD0,3.959,3.993,4.199,3.678,4.020,4.022,3.964,4.025,3.892,4.097,4.130,3.724,3.800,3.959,4.009,3.991,3.891,3.984,3.906,3.944,3.728,3.929,4.161,4.026,3.797,3.720,4.103,4.229,4.095,4.044,4.234,4.028,4.110,4.048,3.897,4.121,4.050,3.750,3.891,4.000,4.077,3.754,3.976,3.913,4.050,3.899,4.000,3.970,3.967,4.104,3.750,4.019,3.898,3.954,4.009,3.988,4.040,3.778,3.866,3.928,3.992,3.879,3.918,4.019,3.985,3.816,4.000,4.000,3.952,4.077,3.879,3.991,3.915,3.966,3.953,3.986,3.914,3.908,3.982,3.836,4.000,4.040,3.950,4.022,4.087,4.000,3.927,3.903,4.050,3.705,4.049,3.860,3.817,4.116,4.000,4.011,4.010,3.920,4.024,4.191,4.137,4.074,3.886,3.958,4.010,3.832,4.160,3.650,3.957,4.106,4.000,4.011,3.880,3.975,3.827,3.862,3.900,4.012,3.987,3.873,3.710,3.858,3.834,3.937,3.655,4.000,3.966,3.861,3.858,3.906,4.343,4.123,3.988,4.202,3.872,4.010,3.888,4.186,3.637,4.116,4.075,3.724,4.031,3.970,3.811,3.991,3.820,4.139,4.145,4.011,3.684,4.135,3.856,4.063,3.907,3.929,3.925,4.049,3.977,3.982,3.902,4.035,3.918,4.121,4.062,4.124,4.292,3.891,3.925,4.000,3.824,3.771,3.766,4.056,3.979,3.946,3.926,3.931,3.871,3.885,3.988,4.012,4.172,4.240,4.032,3.931,3.872,3.991,4.021,4.026,3.852,3.875,3.836,4.067,3.888,3.883,3.916,4.081,4.026,3.966
NHD1,2.658,2.692,2.762,2.646,2.753,2.834,2.689,2.650,2.834,2.858,2.889,2.800,2.839,2.778,2.728,2.741,2.578,2.893,2.869,2.707,2.643,2.765,2.721,2.739,2.529,2.689,2.842,2.709,2.764,2.682,2.781,2.837,2.687,2.615,2.576,2.881,2.640,2.538,2.834,2.755,2.812,2.800,2.704,2.667,2.515,2.678,2.755,2.763,2.715,2.893,2.834,2.834,2.617,2.713,2.710,2.762,2.837,2.580,2.800,2.762,2.900,2.798,2.758,2.738,2.767,2.690,2.865,2.758,2.809,2.750,2.800,2.834,2.565,2.585,2.739,2.580,2.834,2.664,2.676,2.712,2.811,2.688,2.612,2.733,2.567,2.900,2.702,2.797,2.786,2.834,2.881,2.555,2.800,2.910,2.588,2.889,2.773,2.688,2.734,2.895,2.843,2.693,2.790,2.825,2.747,2.834,2.547,2.700,2.872,2.653,2.765,2.734,2.509,2.556,2.786,2.556,2.656,2.629,2.767,2.800,2.834,2.762,2.695,2.678,2.834,2.458,2.762,2.834,2.767,2.609,2.656,2.702,2.692,2.739,2.834,2.734,2.519,2.863,2.800,2.768,2.718,2.750,2.718,2.696,2.532,2.743,2.682,2.689,2.752,2.774,2.834,2.695,2.834,2.763,2.834,2.834,2.843,2.750,2.623,2.835,2.852,2.900,2.696,2.748,2.844,2.693,2.733,2.678,2.813,2.803,2.800,2.800,2.605,2.936,2.751,2.850,2.717,2.634,2.620,2.800,2.778,2.695,2.461,2.730,2.742,2.744,2.834,2.823,2.698,2.784,2.834,2.636,2.900,2.767,2.643,2.834,2.808,2.668,2.834,2.605
