NA,Model,3.983,4.024,4.159,4.036,4.052,4.202,4.079,4.094,4.195,4.195,4.255,4.102,4.000,4.152,4.078,4.000,4.045,4.115,4.010,4.013,3.948,4.026,4.104,4.055,4.000,4.000,4.127,4.176,4.150,4.127,4.262,4.067,4.071,4.103,4.015,4.215,4.064,3.897,4.198,4.125,4.175,4.112,4.132,3.989,4.053,4.076,4.147,4.118,4.109,4.202,4.138,4.253,3.882,4.041,4.028,4.124,4.181,3.907,4.145,4.130,4.210,4.089,4.030,4.100,4.173,3.986,4.133,4.152,3.987,4.112,4.221,4.230,3.922,4.050,4.090,4.064,4.184,4.000,4.039,3.968,4.107,4.074,4.068,4.105,4.074,4.238,4.014,4.053,4.157,4.110,4.196,3.905,3.976,4.160,4.100,4.189,4.102,4.019,4.114,4.077
NA,Shape3.983,4.024,4.159,4.036,4.052,4.202,4.079,4.094,4.195,4.195,4.255,4.102,4.000,4.152,4.078,4.000,4.045,4.115,4.010,4.013,3.948,4.026,4.104,4.055,4.000,4.000,4.127,4.176,4.150,4.127,4.262,4.067,4.071,4.103,4.015,4.215,4.064,3.897,4.198,4.125,4.175,4.112,4.132,3.989,4.053,4.076,4.147,4.118,4.109,4.202,4.138,4.253,3.882,4.041,4.028,4.124,4.181,3.907,4.145,4.130,4.210,4.089,4.030,4.100,4.173,3.986,4.133,4.152,3.987,4.112,4.221,4.230,3.922,4.050,4.090,4.064,4.184,4.000,4.039,3.968,4.107,4.074,4.068,4.105,4.074,4.238,4.014,4.053,4.157,4.110,4.196,3.905,3.976,4.160,4.100,4.189,4.102,4.019,4.114,4.077
MPC,Model,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
MPC,Shape0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
