Task,Run,Result,Domain to logic transformation time,Logic to solver transformation time,Solver time,Postprocessing time,Solution0FoundAt,Solution1DetailedStatistics,ExplorationInitializationTime,TransformationExecutionTime,ScopePropagationTime,MustRelationPropagationTime,TypeAnalysisTime,StateCoderTime,StateCoderFailCount,SolutionCopyTime,States,ForwardTime,BacktrackingTime,GlobalConstraintEvaluationTime,FitnessCalculationTime,ActivationSelectionTime,Decisions,MetricCalculationTime,Transformations,ScopePropagations,ScopePropagationsSolverCalls
1,58,ModelResultImpl,997,1096,94,9,90,(TransformationExecutionTime2|ForwardTime:50|Backtrackingtime:2|GlobalConstraintEvaluationTime:4|FitnessCalculationTime:3|ActivationSelectionTime:0|SolutionCopyTime:0|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),16,2,0,0,0,8,0,0,77,50,6,4,3,0,77,0,77,31,0
1,59,ModelResultImpl,997,1287,155,9,150,(TransformationExecutionTime4|ForwardTime:73|Backtrackingtime:3|GlobalConstraintEvaluationTime:10|FitnessCalculationTime:5|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),36,4,0,0,0,12,0,1,87,73,8,10,5,0,86,0,86,30,0
1,60,ModelResultImpl,997,1086,150,11,146,(TransformationExecutionTime4|ForwardTime:78|Backtrackingtime:9|GlobalConstraintEvaluationTime:7|FitnessCalculationTime:7|ActivationSelectionTime:0|SolutionCopyTime:0|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),16,4,0,0,0,20,0,0,126,78,13,7,7,0,126,0,126,31,0
1,61,ModelResultImpl,997,1049,84,10,81,(TransformationExecutionTime2|ForwardTime:41|Backtrackingtime:1|GlobalConstraintEvaluationTime:4|FitnessCalculationTime:3|ActivationSelectionTime:0|SolutionCopyTime:0|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),19,2,0,0,0,6,0,0,66,41,4,4,3,0,65,0,65,30,0
1,62,ModelResultImpl,997,1183,138,14,134,(TransformationExecutionTime4|ForwardTime:70|Backtrackingtime:4|GlobalConstraintEvaluationTime:6|FitnessCalculationTime:4|ActivationSelectionTime:0|SolutionCopyTime:0|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),29,4,0,0,0,12,0,0,85,70,8,6,4,0,84,0,84,30,0
1,63,ModelResultImpl,997,3420,231,17,222,(TransformationExecutionTime5|ForwardTime:117|Backtrackingtime:7|GlobalConstraintEvaluationTime:10|FitnessCalculationTime:10|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),43,5,0,0,0,23,0,1,93,117,15,10,10,0,92,0,92,30,0
1,64,ModelResultImpl,997,1328,129,11,124,(TransformationExecutionTime3|ForwardTime:55|Backtrackingtime:0|GlobalConstraintEvaluationTime:13|FitnessCalculationTime:8|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),31,3,0,0,0,8,0,1,59,55,6,13,8,0,59,0,59,31,0
1,65,ModelResultImpl,997,1204,141,10,137,(TransformationExecutionTime3|ForwardTime:71|Backtrackingtime:4|GlobalConstraintEvaluationTime:10|FitnessCalculationTime:5|ActivationSelectionTime:0|SolutionCopyTime:0|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),25,3,0,0,0,13,0,0,88,71,8,10,5,0,87,0,87,30,0
1,66,ModelResultImpl,997,1031,130,9,127,(TransformationExecutionTime3|ForwardTime:65|Backtrackingtime:7|GlobalConstraintEvaluationTime:4|FitnessCalculationTime:4|ActivationSelectionTime:0|SolutionCopyTime:0|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),25,3,0,0,0,15,0,0,111,65,10,4,4,0,110,0,110,30,0
1,67,ModelResultImpl,997,1040,102,9,98,(TransformationExecutionTime2|ForwardTime:48|Backtrackingtime:2|GlobalConstraintEvaluationTime:7|FitnessCalculationTime:3|ActivationSelectionTime:0|SolutionCopyTime:0|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),23,2,0,0,0,9,0,0,80,48,5,7,3,0,79,0,79,30,0
1,68,ModelResultImpl,997,1608,533,38,512,(TransformationExecutionTime13|ForwardTime:280|Backtrackingtime:47|GlobalConstraintEvaluationTime:17|FitnessCalculationTime:14|ActivationSelectionTime:0|SolutionCopyTime:4|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),54,13,1,0,0,76,0,4,155,280,67,17,14,0,154,0,154,30,0
1,69,ModelResultImpl,997,1726,213,14,208,(TransformationExecutionTime5|ForwardTime:114|Backtrackingtime:10|GlobalConstraintEvaluationTime:8|FitnessCalculationTime:8|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),30,5,0,0,0,26,0,1,107,114,15,8,8,0,108,0,108,30,0
1,70,ModelResultImpl,997,1268,126,9,121,(TransformationExecutionTime3|ForwardTime:65|Backtrackingtime:3|GlobalConstraintEvaluationTime:6|FitnessCalculationTime:5|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),23,3,0,0,0,10,0,1,84,65,8,6,5,0,84,0,84,31,0
1,71,ModelResultImpl,997,1172,141,10,137,(TransformationExecutionTime4|ForwardTime:76|Backtrackingtime:5|GlobalConstraintEvaluationTime:8|FitnessCalculationTime:5|ActivationSelectionTime:0|SolutionCopyTime:0|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),20,4,0,0,0,14,0,0,99,76,9,8,5,0,98,0,98,30,0
1,72,ModelResultImpl,997,1086,95,9,91,(TransformationExecutionTime2|ForwardTime:44|Backtrackingtime:0|GlobalConstraintEvaluationTime:5|FitnessCalculationTime:4|ActivationSelectionTime:0|SolutionCopyTime:0|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),24,2,0,0,0,7,0,0,68,44,4,5,4,0,67,0,67,30,0
1,73,ModelResultImpl,997,1568,115,9,110,(TransformationExecutionTime2|ForwardTime:58|Backtrackingtime:2|GlobalConstraintEvaluationTime:7|FitnessCalculationTime:8|ActivationSelectionTime:0|SolutionCopyTime:0|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),18,2,0,0,0,10,0,0,86,58,6,7,8,0,85,0,85,30,0
1,74,ModelResultImpl,997,1079,79,11,74,(TransformationExecutionTime1|ForwardTime:34|Backtrackingtime:0|GlobalConstraintEvaluationTime:5|FitnessCalculationTime:6|ActivationSelectionTime:0|SolutionCopyTime:0|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),20,1,0,0,0,4,0,0,61,34,5,5,6,0,60,0,60,30,0
1,75,ModelResultImpl,997,1070,117,8,113,(TransformationExecutionTime2|ForwardTime:55|Backtrackingtime:2|GlobalConstraintEvaluationTime:4|FitnessCalculationTime:3|ActivationSelectionTime:0|SolutionCopyTime:0|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),31,2,0,0,0,10,0,0,91,55,6,4,3,0,91,0,91,30,0
1,76,ModelResultImpl,997,1104,118,11,112,(TransformationExecutionTime3|ForwardTime:61|Backtrackingtime:6|GlobalConstraintEvaluationTime:4|FitnessCalculationTime:4|ActivationSelectionTime:0|SolutionCopyTime:0|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),18,3,0,0,0,12,0,0,103,61,12,4,4,0,103,0,103,30,0
1,77,ModelResultImpl,997,2286,222,17,213,(TransformationExecutionTime5|ForwardTime:112|Backtrackingtime:7|GlobalConstraintEvaluationTime:10|FitnessCalculationTime:7|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),42,5,0,0,0,23,0,1,101,112,16,10,7,0,100,0,100,30,0
1,78,ModelResultImpl,997,1528,176,11,170,(TransformationExecutionTime5|ForwardTime:96|Backtrackingtime:7|GlobalConstraintEvaluationTime:8|FitnessCalculationTime:6|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),25,5,0,0,0,18,0,1,106,96,13,8,6,0,105,0,105,30,0
1,79,ModelResultImpl,997,1085,86,9,81,(TransformationExecutionTime2|ForwardTime:36|Backtrackingtime:0|GlobalConstraintEvaluationTime:5|FitnessCalculationTime:4|ActivationSelectionTime:0|SolutionCopyTime:0|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),26,2,0,0,0,5,0,0,52,36,4,5,4,0,51,0,51,30,0
1,80,ModelResultImpl,997,1090,156,9,151,(TransformationExecutionTime4|ForwardTime:87|Backtrackingtime:10|GlobalConstraintEvaluationTime:5|FitnessCalculationTime:5|ActivationSelectionTime:0|SolutionCopyTime:0|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),17,4,0,0,0,18,0,0,135,87,15,5,5,0,134,0,134,30,0
1,81,ModelResultImpl,997,1074,116,8,113,(TransformationExecutionTime2|ForwardTime:56|Backtrackingtime:3|GlobalConstraintEvaluationTime:7|FitnessCalculationTime:3|ActivationSelectionTime:0|SolutionCopyTime:0|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),25,2,0,0,0,12,0,0,97,56,7,7,3,0,96,0,96,30,0
1,82,ModelResultImpl,997,1078,132,10,128,(TransformationExecutionTime3|ForwardTime:69|Backtrackingtime:4|GlobalConstraintEvaluationTime:5|FitnessCalculationTime:5|ActivationSelectionTime:0|SolutionCopyTime:0|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),21,3,0,0,0,16,0,0,110,69,8,5,5,0,109,0,109,30,0
1,83,ModelResultImpl,997,2323,161,15,154,(TransformationExecutionTime4|ForwardTime:76|Backtrackingtime:1|GlobalConstraintEvaluationTime:9|FitnessCalculationTime:8|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),38,4,0,0,0,12,0,1,66,76,8,9,8,0,65,0,65,30,0
1,84,ModelResultImpl,997,1436,133,13,127,(TransformationExecutionTime3|ForwardTime:65|Backtrackingtime:4|GlobalConstraintEvaluationTime:7|FitnessCalculationTime:9|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),21,3,0,0,0,12,0,1,78,65,10,7,9,0,78,0,78,31,0
1,85,ModelResultImpl,997,1121,200,11,195,(TransformationExecutionTime5|ForwardTime:109|Backtrackingtime:14|GlobalConstraintEvaluationTime:9|FitnessCalculationTime:6|ActivationSelectionTime:0|SolutionCopyTime:0|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),22,5,0,0,0,22,0,0,129,109,19,9,6,0,129,0,129,31,0
1,86,ModelResultImpl,997,1050,99,10,94,(TransformationExecutionTime2|ForwardTime:49|Backtrackingtime:1|GlobalConstraintEvaluationTime:6|FitnessCalculationTime:4|ActivationSelectionTime:0|SolutionCopyTime:0|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),19,2,0,0,0,8,0,0,76,49,5,6,4,0,75,0,75,30,0
1,87,ModelResultImpl,997,1046,152,12,147,(TransformationExecutionTime4|ForwardTime:79|Backtrackingtime:9|GlobalConstraintEvaluationTime:8|FitnessCalculationTime:5|ActivationSelectionTime:0|SolutionCopyTime:0|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),18,4,0,0,0,18,0,0,123,79,14,8,5,0,123,0,123,30,0
1,88,ModelResultImpl,997,1027,130,11,125,(TransformationExecutionTime3|ForwardTime:65|Backtrackingtime:3|GlobalConstraintEvaluationTime:7|FitnessCalculationTime:6|ActivationSelectionTime:0|SolutionCopyTime:0|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),23,3,0,0,0,13,0,0,94,65,8,7,6,0,93,0,93,30,0
1,89,ModelResultImpl,997,2220,187,17,181,(TransformationExecutionTime5|ForwardTime:97|Backtrackingtime:6|GlobalConstraintEvaluationTime:8|FitnessCalculationTime:7|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),34,5,0,0,0,18,0,1,86,97,12,8,7,0,85,0,85,30,0
1,90,ModelResultImpl,997,1318,114,11,109,(TransformationExecutionTime2|ForwardTime:52|Backtrackingtime:1|GlobalConstraintEvaluationTime:8|FitnessCalculationTime:8|ActivationSelectionTime:0|SolutionCopyTime:0|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),25,2,0,0,0,9,0,0,63,52,6,8,8,0,63,0,63,30,0
1,91,ModelResultImpl,997,1150,123,9,119,(TransformationExecutionTime3|ForwardTime:60|Backtrackingtime:3|GlobalConstraintEvaluationTime:8|FitnessCalculationTime:4|ActivationSelectionTime:0|SolutionCopyTime:0|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),25,3,0,0,0,11,0,0,86,60,8,8,4,0,86,0,86,31,0
1,92,ModelResultImpl,997,1098,142,9,138,(TransformationExecutionTime3|ForwardTime:74|Backtrackingtime:8|GlobalConstraintEvaluationTime:5|FitnessCalculationTime:5|ActivationSelectionTime:0|SolutionCopyTime:0|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),20,3,0,0,0,18,0,0,116,74,12,5,5,0,116,0,116,31,0
1,93,ModelResultImpl,997,1117,82,10,78,(TransformationExecutionTime2|ForwardTime:39|Backtrackingtime:0|GlobalConstraintEvaluationTime:7|FitnessCalculationTime:4|ActivationSelectionTime:0|SolutionCopyTime:0|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),18,2,0,0,0,5,0,0,58,39,3,7,4,0,57,0,57,30,0
1,94,ModelResultImpl,997,1057,79,11,75,(TransformationExecutionTime2|ForwardTime:37|Backtrackingtime:0|GlobalConstraintEvaluationTime:6|FitnessCalculationTime:4|ActivationSelectionTime:0|SolutionCopyTime:0|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),17,2,0,0,0,6,0,0,61,37,3,6,4,0,60,0,60,30,0
1,95,ModelResultImpl,997,1084,106,12,101,(TransformationExecutionTime3|ForwardTime:58|Backtrackingtime:2|GlobalConstraintEvaluationTime:4|FitnessCalculationTime:3|ActivationSelectionTime:0|SolutionCopyTime:0|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),18,3,0,0,0,9,0,0,85,58,6,4,3,0,84,0,84,30,0
1,96,ModelResultImpl,997,1037,105,11,99,(TransformationExecutionTime2|ForwardTime:53|Backtrackingtime:2|GlobalConstraintEvaluationTime:4|FitnessCalculationTime:3|ActivationSelectionTime:0|SolutionCopyTime:2|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),18,2,0,0,0,10,0,2,92,53,7,4,3,0,92,0,92,30,0
1,97,ModelResultImpl,997,1580,275,19,267,(TransformationExecutionTime6|ForwardTime:141|Backtrackingtime:14|GlobalConstraintEvaluationTime:11|FitnessCalculationTime:9|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),44,6,0,0,0,35,0,1,107,141,22,11,9,0,106,0,106,30,0
1,98,ModelResultImpl,997,1548,163,15,158,(TransformationExecutionTime3|ForwardTime:82|Backtrackingtime:6|GlobalConstraintEvaluationTime:10|FitnessCalculationTime:8|ActivationSelectionTime:0|SolutionCopyTime:1|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),26,3,0,0,0,17,0,1,96,82,11,10,8,0,96,0,96,31,0
1,99,ModelResultImpl,997,1301,140,12,135,(TransformationExecutionTime3|ForwardTime:70|Backtrackingtime:4|GlobalConstraintEvaluationTime:8|FitnessCalculationTime:7|ActivationSelectionTime:0|SolutionCopyTime:0|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),25,3,0,0,0,12,0,0,92,70,9,8,7,0,91,0,91,30,0
1,100,ModelResultImpl,997,1070,106,12,99,(TransformationExecutionTime2|ForwardTime:51|Backtrackingtime:2|GlobalConstraintEvaluationTime:5|FitnessCalculationTime:4|ActivationSelectionTime:0|SolutionCopyTime:0|NumericalSolverSumTime:0|NumericalSolverProblemFormingTime:0|NumericalSolverSolvingTime:0|NumericalSolverInterpretingSolution:0),22,2,0,0,0,11,0,0,82,51,9,5,4,0,81,0,81,30,0

